Ngân hàng,Tab,Nhóm,Yêu cầu,Diễn giải đáp ứng
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép người phân bổ dữ liệu cài đặt thời gian hiệu lực của từng chiến dịch bán hàng phân bổ.  - Sau khi hết thời gian hiệu lực của dữ liệu phân bổ, CBB vẫn có thể xem lại dữ liệu đã được phân bổ cho mình nhưng không thể chuyển trạng thái lead tiếp cận KH được nữa.  - Giúp CBB nhìn thấy dữ liệu khách hàng chỉ phù hợp trong khoảng thời gian từ x đến y.",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép người phân bổ dữ liệu cài đặt thời gian hiệu lực của từng chiến dịch bán hàng phân bổ.  - Sau khi hết thời gian hiệu lực của dữ liệu phân bổ, CBB vẫn có thể xem lại dữ liệu đã được phân bổ cho mình nhưng không thể chuyển trạng thái lead tiếp cận KH được nữa.  - Giúp CBB nhìn thấy dữ liệu khách hàng chỉ phù hợp trong khoảng thời gian từ x đến y.",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),Báo cáo vị trí xếp hạng của CBB (trong ĐVKD) theo Tỷ lệ Chuyển đổi và Tổng Deal chốt trong phạm vi của Campaign,"Đáp ứng hoàn toàn! Hệ thống cung cấp tính năng xếp hạng hiệu suất cán bộ bán hàng dựa trên kết quả thực thi chiến dịch thực tế. Chức năng này so sánh trực quan các chỉ số về tỷ lệ chuyển đổi và doanh số: + Xếp hạng theo tỷ lệ chuyển đổi: Hệ thống tự động tính toán hiệu suất dựa trên số lượng cơ hội bán được giao so với số lượng chốt thành công của từng cán bộ trong đơn vị. + Xếp hạng theo tổng cơ hội bán đã chốt: Thống kê và hiển thị danh sách cán bộ có số lượng hợp đồng/sản phẩm hoàn thành cao nhất trong chiến dịch. + Bảng vinh danh: Cung cấp giao diện bảng xếp hạng theo thời gian thực, cho phép quản lý lọc theo từng chiến dịch cụ thể để đánh giá năng lực nhân sự."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),Báo cáo vị trí xếp hạng của CBB (trong ĐVKD) theo Tỷ lệ Chuyển đổi và Tổng Deal chốt trong phạm vi của Campaign,[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Phân tích Phễu Bán hàng Cấp đơn vị, cấp vùng; tỷ lệ chuyển đối trong phạm vi chiến dịch","Đáp ứng hoàn toàn! Hệ thống hoàn toàn đáp ứng yêu cầu phân tích phễu bán hàng đa tầng. Tính năng này được triển khai trực tiếp trên phân hệ Sale Campaign, cho phép người dùng quản lý có thể truy xuất trực tiếp từng chiến dịch để phân tích hiệu quả bán hàng. - Bộ lọc theo phễu đa cấp: Hệ thống tự động tổng hợp dữ liệu từ các cơ hội bán hàng để xây dựng biểu đồ phễu theo cấu trúc: Vùng -> Chi nhánh/Phòng giao dịch -> Cán bộ bán hàng, cho phép người dùng lọc theo từng cấp  - Phân tích tỷ lệ chuyển đổi: Tại mỗi giai đoạn của phễu (Tiếp cận - Tư vấn - Hồ sơ - Chốt bán), hệ thống tính toán tỷ lệ chuyển đổi phần trăm (%). Quản lý cấp Vùng có thể so sánh hiệu suất giữa các đơn vị để nhận diện các điểm nghẽn trong quy trình bán. - Trực quan hóa dữ liệu: Sử dụng biểu đồ hình phễu và biểu đồ cột chồng để thể hiện dòng chảy của dữ liệu khách hàng trong từng chiến dịch cụ thể."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Phân tích Phễu Bán hàng Cấp đơn vị, cấp vùng; tỷ lệ chuyển đối trong phạm vi chiến dịch",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),Tiến độ hoàn thành mục tiêu Chiến dịch Cấp Đơn vị: Tổng Doanh số/Dư nợ/Phí dịch vụ đạt được của Chi nhánh so với Mục tiêu Chiến dịch đã giao,"Đáp ứng hoàn toàn! Hệ thống hoàn toàn đáp ứng yêu cầu theo dõi tiến độ hoàn thành mục tiêu. Tính năng này được triển khai trực tiếp trên phân hệ Sale Campaign, cho phép người dùng quản lý có thể truy xuất trực tiếp từng chiến dịch để theo dõi quả bán hàng. - Theo dõi chỉ tiêu đa dạng: Hệ thống ghi nhận và tổng hợp các chỉ số đặc thù của ngân hàng như: Tổng doanh số giải ngân, số dư nợ tăng thêm, hoặc tổng phí dịch vụ thu được. - Thước đo tiến độ (Progress Bar): Hiển thị tỷ lệ phần trăm hoàn thành kế hoạch theo thời gian thực. Ví dụ: Chi nhánh A đã đạt 80% chỉ tiêu dư nợ và 60% chỉ tiêu phí dịch vụ của chiến dịch X. Điều kiện tích hợp dữ liệu: Để đảm bảo tính chính xác, Mobio sẽ thực hiện tích hợp với hệ thống lõi (Core Banking) của ngân hàng. Ngân hàng cần phối hợp cung cấp và đảm bảo tính toàn vẹn của luồng dữ liệu truyền sang (doanh số giải ngân, số dư nợ, phí dịch vụ) để hệ thống CRM cập nhật kết quả ngay khi cơ hội bán chuyển trạng thái thành công."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),Tiến độ hoàn thành mục tiêu Chiến dịch Cấp Đơn vị: Tổng Doanh số/Dư nợ/Phí dịch vụ đạt được của Chi nhánh so với Mục tiêu Chiến dịch đã giao,[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),Hiển thị vị trí xếp hạng của ĐVKD hiện tại so với tổng số ĐVKD tham gia Chiến dịch,"Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn khả năng xếp hạng thi đua giữa các đơn vị kinh doanh tham gia chiến dịch. Tính năng này giúp tạo động lực và tăng tính minh bạch trong quản trị hiệu suất toàn hệ thống. - Bảng xếp hạng đơn vị: Hiển thị vị trí tương đối của đơn vị hiện tại so với tổng số các đơn vị tham gia chiến dịch. - Tiêu chí linh hoạt: Quản trị viên có thể tùy chọn xếp hạng dựa trên tổng doanh số, tỷ lệ hoàn thành kế hoạch hoặc tốc độ xử lý cơ hội bán."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),Hiển thị vị trí xếp hạng của ĐVKD hiện tại so với tổng số ĐVKD tham gia Chiến dịch,[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Bảng xếp hạng Top CBB có tỷ lệ chuyển đổi cao nhất, tổng doanh số bán được từ Chiến dịch)",Đáp ứng hoàn toàn Hệ thống đáp ứng hoàn toàn thông qua chức năng vinh danh cá nhân xuất sắc trong Dashboard của Sale Campaign. Dashboard giúp RM theo dõi tiến độ hoàn thành KPI cá nhân và vị trí xếp hạng nội bộ để tạo động lực thi đua. - Bảng xếp hạng cá nhân: Tự động lọc danh sách cán bộ có tỷ lệ chuyển đổi cao nhất hoặc tổng doanh số (giá trị deal) lớn nhất trong phạm vi chiến dịch. - Phân tích đóng góp: Cho phép xem chi tiết cơ cấu sản phẩm bán được của từng cán bộ trong Top để làm cơ sở khen thưởng hoặc đào tạo nhân rộng mô hình thành công.
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Bảng xếp hạng Top CBB có tỷ lệ chuyển đổi cao nhất, tổng doanh số bán được từ Chiến dịch)",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,4. Năng lực triển khai,"Báo cáo hiệu quả của từng chiến dịch, bao gồm: - Số Lead phân bổ, Tỷ lệ chuyển đổi (Conversion Rate), - Quy mô tài sản đã đạt đặc thù của sản phẩm tài chính, ví dụ: + Tổng Giá trị Giải ngân / Huy động + Số lượng Sản phẩm bán được + Tổng số thẻ/Tổng hạn mức Thẻ/Chi tiết loại thẻ","Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn bộ báo cáo phân tích hiệu quả chiến dịch chuyên sâu. Giải pháp cung cấp đầy đủ các chỉ số vận hành và chỉ số tài chính đặc thù theo yêu cầu của ngân hàng. - Chỉ số vận hành: Tổng số chiến dịch đã và đang chạy, Thống kê số lượng khách hàng tiềm năng phân bổ, Tỷ lệ phản hồi trung bình - Chỉ số hiệu quả chuyển đối: Tỷ lệ chuyển đổi (Conversion Rate),  Số Lead bị thu hồi, Tỷ lệ thát thoát Lead và Mức độ triển khai chiến dịch - Chỉ số tài chính đặc thù (Qua tích hợp):  + Chỉ số về Tín dụng & Huy động: Tổng giá trị giải ngân, số dư huy động, số dư nợ tăng thêm. + Chỉ số theo loại sản phẩm: Ví dụ sản phẩm thẻ: Số lượng thẻ phát hành mới, tổng hạn mức đã cấp và phân rã theo hạng thẻ. Sản phẩm vay: tỷ lệ chuyển đổi, tổng giá trị giải ngân,.."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,4. Năng lực triển khai,"Báo cáo hiệu quả của từng chiến dịch, bao gồm: - Số Lead phân bổ, Tỷ lệ chuyển đổi (Conversion Rate), - Quy mô tài sản đã đạt đặc thù của sản phẩm tài chính, ví dụ: + Tổng Giá trị Giải ngân / Huy động + Số lượng Sản phẩm bán được + Tổng số thẻ/Tổng hạn mức Thẻ/Chi tiết loại thẻ",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cung cấp báo cáo tính toán các chỉ số chi phí quan trọng theo từng chiến dịch: CPL (Cost Per Lead), CPA (Cost Per Acquisition), và CPS (Cost Per Sale) dựa trên Chi phí Thực tế và số lượng Lead/Deal đạt được.","Đáp ứng hoàn toàn! Hệ thống hỗ trợ đầy đủ khả năng tính toán các chỉ số hiệu quả chi phí chuyên sâu cho từng chiến dịch. Bằng cách kết hợp dữ liệu chi phí thực tế (nhập thủ công hoặc tích hợp qua API) với kết quả đầu ra của chiến dịch, nền tảng cung cấp bộ chỉ số CPL, CPA và CPS giúp ngân hàng đo lường chính xác hiệu quả đầu tư. Giải pháp đáp ứng yêu cầu thông qua cơ chế tính toán tự động dựa trên dữ liệu tổng hợp: - Ghi nhận chi phí thực tế: Hệ thống tiếp nhận dữ liệu chi phí từ hai nguồn: quản trị viên cập nhật thủ công các khoản phí ngoài (Agency, quảng cáo) hoặc tự động đồng bộ từ hệ thống kế toán qua API. - Chỉ số CPL (Chi phí trên mỗi khách hàng tiềm năng): Hệ thống lấy tổng chi phí ghi nhận của chiến dịch chia cho tổng số lượng cơ hội bán hàng được tạo ra trong hệ thống. - Chỉ số CPA (Chi phí trên mỗi khách hàng mới): Dựa trên kết quả định danh khách hàng mới từ chiến dịch, hệ thống tính toán chi phí trung bình để thu hút được một khách hàng. - Chỉ số CPS (Chi phí trên mỗi giao dịch thành công): Chỉ số này được xác định bằng cách đối chiếu tổng chi phí với số lượng hợp đồng/sản phẩm đã chuyển sang trạng thái chốt bán thành công trên CRM. - Dashboard so sánh: Các chỉ số này được trực quan hóa trên báo cáo hiệu quả chiến dịch, cho phép so sánh ROI giữa các chương trình khác nhau để tối ưu hóa việc phân bổ ngân sách."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cung cấp báo cáo tính toán các chỉ số chi phí quan trọng theo từng chiến dịch: CPL (Cost Per Lead), CPA (Cost Per Acquisition), và CPS (Cost Per Sale) dựa trên Chi phí Thực tế và số lượng Lead/Deal đạt được.",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,5. Chuyển giao & Đào tạo,Bảng xếp hạng các ĐVKD của toàn hàng theo từng chiến dịch. Xếp hạng có thể được tùy chỉnh theo các KPI chiến lược hoặc các chỉ số tùy chọn:  1. Lợi nhuận Ròng (Ưu tiên Lợi nhuận);  2. Tỷ lệ Hoàn thành Mục tiêu (Ưu tiên Hoàn thành Chỉ tiêu);  3. Tỷ lệ Chuyển đổi (Ưu tiên Hiệu suất Vận hành). 4. Tỷ lệ tiếp cận thành công,"Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn khả năng thiết lập bảng xếp hạng đơn vị kinh doanh trên toàn hệ thống theo từng chiến dịch cụ thể. Tính năng này cho phép quản trị viên tùy biến tiêu chí xếp hạng dựa trên các chỉ số hiệu quả tài chính hoặc vận hành, đảm bảo bám sát các mục tiêu chiến lược của ngân hàng tại từng thời điểm. - Xếp hạng theo Lợi nhuận Ròng: Hệ thống đối chiếu doanh thu từ các hợp đồng chốt thành công với chi phí thực tế đã ghi nhận để xếp hạng các đơn vị kinh doanh đem lại hiệu quả tài chính cao nhất. - Xếp hạng theo Tỷ lệ Hoàn thành Mục tiêu: So sánh kết quả thực tế (Doanh số, số lượng thẻ, dư nợ) với chỉ tiêu KPI được giao riêng cho từng đơn vị trong chiến dịch để xác định thứ hạng theo tỷ lệ phần trăm hoàn thành. - Xếp hạng theo Tỷ lệ Chuyển đổi: Đánh giá hiệu suất vận hành bằng cách so sánh số lượng khách hàng tiềm năng nhận được với số lượng khách hàng chốt bán thành công. - Xếp hạng theo Tỷ lệ tiếp cận thành công: Thống kê tỷ lệ khách hàng đã được cán bộ bán hàng kết nối và tương tác thành công trên tổng số khách hàng được phân bổ, giúp đánh giá nỗ lực khai thác tệp của đơn vị. - Bộ lọc và Tùy chỉnh: Quản trị viên tại Hội sở có thể chuyển đổi nhanh giữa các tiêu chí này để xuất các bảng vinh danh hoặc báo cáo thi đua định kỳ cho toàn ngân hàng."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,5. Chuyển giao & Đào tạo,Bảng xếp hạng các ĐVKD của toàn hàng theo từng chiến dịch. Xếp hạng có thể được tùy chỉnh theo các KPI chiến lược hoặc các chỉ số tùy chọn:  1. Lợi nhuận Ròng (Ưu tiên Lợi nhuận);  2. Tỷ lệ Hoàn thành Mục tiêu (Ưu tiên Hoàn thành Chỉ tiêu);  3. Tỷ lệ Chuyển đổi (Ưu tiên Hiệu suất Vận hành). 4. Tỷ lệ tiếp cận thành công,[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,4. Năng lực triển khai,"Hệ thống cung cấp Dashboard nhìn được tổng quát tất cả chiến dịch đang được triển khai (số lượng chiến dịch đang triển khai, hiệu quả khai thác chiến dịch theo thời gian). Cho phép quản trị viên xem được các chỉ số quan trọng nhất Mục tiêu vs Thực tế, Phễu bán hàng; xem theo tiêu chí về sản phẩm (ví dụ tại 1 thời điểm có 30 chiến dịch cho sản phẩm BANCA, Thẻ tín dụng preapproved, Lending)","Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn thông qua phân hệ Dashboard quản trị chiến dịch bán hành - Sale Campaign. Tính năng này cho phép quản trị viên có cái nhìn toàn cảnh về tình hình vận hành đa chiến dịch, theo dõi hiệu quả khai thác theo thời gian và bóc tách dữ liệu theo từng dòng sản phẩm tài chính cụ thể. Hệ thống cung cấp giao diện báo cáo thông minh với các khả năng trọng tâm sau: - Dashboard tổng quát: Hiển thị tức thời số lượng chiến dịch theo trạng thái (Đang hoạt động, Chờ duyệt, Hoàn thành). Biểu đồ xu hướng giúp theo dõi hiệu quả khai thác và tốc độ tăng trưởng dữ liệu theo các mốc thời gian (ngày, tuần, tháng). - So sánh Mục tiêu và Thực tế: Cung cấp các chỉ số đo lường hiệu suất trọng yếu (KPI) để đối soát giữa kế hoạch đã giao và kết quả thực hiện thực tế (về doanh số, dư nợ, số lượng khách hàng). - Phễu bán hàng đa chiều: Trực quan hóa tỷ lệ chuyển đổi từ giai đoạn tiếp cận đến khi chốt bán thành công. Quản trị viên có thể lọc phễu theo từng chiến dịch riêng lẻ hoặc nhóm chiến dịch. - Phân tích theo dòng sản phẩm: Hệ thống hỗ trợ bộ lọc thông minh cho phép gom nhóm báo cáo theo sản phẩm. Ví dụ: xem tổng hợp hiệu quả của tất cả 30 chiến dịch đang chạy cho nhóm Bảo hiểm (BANCA), Thẻ tín dụng hoặc Cho vay (Lending) tại cùng một thời điểm."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,4. Năng lực triển khai,"Hệ thống cung cấp Dashboard nhìn được tổng quát tất cả chiến dịch đang được triển khai (số lượng chiến dịch đang triển khai, hiệu quả khai thác chiến dịch theo thời gian). Cho phép quản trị viên xem được các chỉ số quan trọng nhất Mục tiêu vs Thực tế, Phễu bán hàng; xem theo tiêu chí về sản phẩm (ví dụ tại 1 thời điểm có 30 chiến dịch cho sản phẩm BANCA, Thẻ tín dụng preapproved, Lending)",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép quản trị viên thiết lập chương trình khuyến mãi theo mô hình chiến dịch bán hàng (Sales Campaign) với các nội dung như: - Tên chiến dịch - Mục tiêu - Ngân sách - Thời gian diễn ra  - Sản phẩm áp dụng - Khách hàng mục tiêu - Chính sách hướng dẫn bán, nội dung chi tiết của chiến dịch...","Đáp ứng hoàn toàn! Hệ thống cung cấp đầy đủ các trường dữ liệu và tính năng cấu hình để thiết lập một chiến dịch bán hàng toàn diện. Quản trị viên tại Hội sở có thể chủ động định nghĩa tất cả các thông tin cốt lõi từ mục tiêu, ngân sách đến đối tượng khách hàng mục tiêu và sản phẩm áp dụng ngay trên một giao diện quản trị tập trung. Tính năng thiết lập chiến dịch khuyến mại đáp ứng đầy đủ các thông tin theo yêu cầu: - Thông tin chiến dịch: Cho phép nhập Tên chiến dịch, mô tả Nội dung chi tiết và các Chính sách hướng dẫn bán hàng (Sales Guide) để cán bộ tại chi nhánh nắm bắt thông điệp chủ đạo. - Thời gian và Ngân sách: Hỗ trợ thiết lập khung thời gian hiệu lực (ngày và giờ bắt đầu/kết thúc) cùng với hạn mức ngân sách được phê duyệt riêng biệt cho chiến dịch. - Mục tiêu và Sản phẩm: Quản trị viên định nghĩa Mục tiêu chiến dịch bằng các chỉ số định lượng và lựa chọn các Sản phẩm áp dụng từ danh mục sản phẩm ngân hàng đã được cấu hình sẵn trên hệ thống. - Khách hàng mục tiêu: Cho phép tải lên danh sách định danh hoặc kết nối với phân hệ lọc khách hàng mục tiêu theo các tiêu chí điều kiện để tự động gắn tệp khách hàng vào chiến dịch. - Quản trị trạng thái: Hệ thống hỗ trợ quy trình phê duyệt thông tin chiến dịch thông qua các trạng thái: Nháp, Chờ duyệt, Đang hoạt động và Hoàn thành."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép quản trị viên thiết lập chương trình khuyến mãi theo mô hình chiến dịch bán hàng (Sales Campaign) với các nội dung như: - Tên chiến dịch - Mục tiêu - Ngân sách - Thời gian diễn ra  - Sản phẩm áp dụng - Khách hàng mục tiêu - Chính sách hướng dẫn bán, nội dung chi tiết của chiến dịch...",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép quản trị viên thiết lập chương trình khuyến mãi theo mô hình chiến dịch bán hàng (Sales Campaign) với các nội dung như: - Tên chiến dịch - Mục tiêu - Ngân sách - Thời gian diễn ra  - Sản phẩm áp dụng - Khách hàng mục tiêu - Chính sách hướng dẫn bán, nội dung chi tiết của chiến dịch...",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép quản trị viên thiết lập chương trình khuyến mãi theo mô hình chiến dịch bán hàng (Sales Campaign) với các nội dung như: - Tên chiến dịch - Mục tiêu - Ngân sách - Thời gian diễn ra  - Sản phẩm áp dụng - Khách hàng mục tiêu - Chính sách hướng dẫn bán, nội dung chi tiết của chiến dịch...",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép quản trị viên thiết lập chương trình khuyến mãi theo mô hình chiến dịch bán hàng (Sales Campaign) với các nội dung như: - Tên chiến dịch - Mục tiêu - Ngân sách - Thời gian diễn ra  - Sản phẩm áp dụng - Khách hàng mục tiêu - Chính sách hướng dẫn bán, nội dung chi tiết của chiến dịch...",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Báo cáo hiệu suất của CBB như: - Số lượng cuộc gọi, Tỷ lệ gọi điện thành công, Số lần gặp mặt, tốc độ phản hồi cơ hội bán mới trong Chiến dịch - Tỷ lệ Chuyển đổi (Conversion Rate) trong phạm vi chiến dịch được phân bổ: Deal chốt / Leads được giao. - Tốc độ xử lý cơ hội bán: Thời gian trung bình từ Lead mới đến Deal chốt.","Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn yêu cầu thông qua báo cáo chi tiết trên từng chiến dịch bán hàng. Nền tảng cho phép đo lường chính xác cả chỉ số nỗ lực (hoạt động tương tác) và chỉ số kết quả (tỷ lệ chuyển đổi, tốc độ xử lý), giúp quản lý đánh giá toàn diện năng lực thực thi của từng cán bộ bán hàng. - Theo dõi hoạt động tương tác: Hệ thống tự động ghi nhận và thống kê số lượng cuộc gọi, số lần gặp mặt trực tiếp và tỷ lệ gọi điện thành công dựa trên nhật ký tương tác của cán bộ trên ứng dụng di động hoặc web. - Tốc độ phản hồi và xử lý: Hệ thống đo lường thời gian từ lúc cơ hội bán được phân bổ đến khi cán bộ có tương tác đầu tiên (Tốc độ phản hồi) và tổng thời gian trung bình từ khi tiếp nhận Lead mới đến khi chốt đơn hàng thành công (Tốc độ xử lý). - Phân tích Tỷ lệ chuyển đổi: Cung cấp chỉ số hiệu suất trọng yếu dựa trên công thức: Số lượng Deal chốt thành công / Tổng số lượng Lead được phân bổ trong chiến dịch. Báo cáo chi tiết theo chiến dịch: Các dữ liệu này được trình bày dưới dạng bảng chi tiết hoặc biểu đồ nhiệt, cho phép quản lý lọc theo từng cán bộ để so sánh hiệu suất nội bộ đơn vị."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Báo cáo hiệu suất của CBB như: - Số lượng cuộc gọi, Tỷ lệ gọi điện thành công, Số lần gặp mặt, tốc độ phản hồi cơ hội bán mới trong Chiến dịch - Tỷ lệ Chuyển đổi (Conversion Rate) trong phạm vi chiến dịch được phân bổ: Deal chốt / Leads được giao. - Tốc độ xử lý cơ hội bán: Thời gian trung bình từ Lead mới đến Deal chốt.",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Báo cáo hiệu suất của CBB như: - Số lượng cuộc gọi, Tỷ lệ gọi điện thành công, Số lần gặp mặt, tốc độ phản hồi cơ hội bán mới trong Chiến dịch - Tỷ lệ Chuyển đổi (Conversion Rate) trong phạm vi chiến dịch được phân bổ: Deal chốt / Leads được giao. - Tốc độ xử lý cơ hội bán: Thời gian trung bình từ Lead mới đến Deal chốt.",[MISSING_DATA]
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Báo cáo doanh số thực tế thu về từ Chiến dịch theo ngày/tuần/ tháng. (ví dụ: dư nợ giải ngân, số tiền huy động, phí dịch vụ) / Mục tiêu cá nhân được giao)","Đáp ứng hoàn toàn!   Hệ thống đáp ứng hoàn toàn yêu cầu thông qua báo cáo hiệu suất cá nhân trong chiến dịch. Bằng việc tích hợp dữ liệu kinh doanh từ hệ thống lõi, nền tảng cung cấp cái nhìn chi tiết về tiến độ hoàn thành mục tiêu của từng cán bộ theo đa dạng các chỉ số tài chính và khung thời gian. Giải pháp thực thi báo cáo doanh số thông qua các khả năng: - Theo dõi doanh số đa chỉ tiêu: Hệ thống hiển thị chi tiết kết quả thực hiện các chỉ số đặc thù của ngân hàng như: Tổng dư nợ giải ngân, số tiền huy động thực tế và các loại phí dịch vụ phát sinh từ khách hàng thuộc chiến dịch. - Đối soát Mục tiêu với Thực tế: Tại màn hình của mỗi cán bộ bán hàng, hệ thống cung cấp biểu đồ so sánh giữa chỉ tiêu cá nhân được giao và kết quả đạt được thực tế, giúp cán bộ chủ động quản lý KPI. - Phân tích theo thời gian: Hỗ trợ xem báo cáo linh hoạt theo ngày, tuần, tháng hoặc tùy chỉnh khoảng thời gian để theo dõi biến động doanh số và tốc độ tăng trưởng dư nợ/huy động trong suốt vòng đời chiến dịch. Điều kiện thực hiện tích hợp: Để đảm bảo báo cáo chính xác, Mobio sẽ cần thực hiện tích hợp với hệ thống lõi của Ngân hàng. Ngân hàng đóng vai trò cung cấp và đảm bảo tính nhất quán của luồng dữ liệu truyền sang (doanh thu, số dư, trạng thái giải ngân) để hệ thống CRM tự động tính toán và hiển thị doanh số thực tế tương ứng với từng cơ hội bán."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép quản trị viên thiết lập các kịch bản để gửi thông điệp cho khách hàng theo từng chiến dịch bán. Thông điệp có thể gửi trên nhiều kênh: SMS, Email, Zalo, Messenger. Thông điệp được cá nhân hoá theo từng khách hàng, hỗ trợ chèn các biến động (dynamic fields) để map dữ liệu từ hồ sơ khách hàng vào nội dung tin nhắn.","Đáp ứng hoàn toàn! Hệ thống đáp ứng hoàn toàn yêu cầu thông qua phân hệ tự động hóa luồng công việc Workflow Automation. Quản trị viên có thể sử dụng công cụ thiết kế kịch bản kéo thả để cấu hình các luồng gửi tin đa kênh, đảm bảo thông điệp được cá nhân hóa và gửi đến đúng đối tượng khách hàng mục tiêu của từng chiến dịch. Giải pháp thực thi kịch bản gửi thông điệp thông qua các tính năng cốt lõi sau: - Thiết kế kịch bản đa kênh: Trong trình thiết kế luồng, hệ thống cung cấp sẵn các khối chức năng tương ứng với các kênh SMS, Email, Zalo và Messenger. Quản trị viên chỉ cần kéo thả và kết nối các khối này để xác định thứ tự và điều kiện gửi tin cho từng chiến dịch. - Cá nhân hóa nội dung: Tại giao diện soạn thảo thông điệp, hệ thống hỗ trợ chèn các trường dữ liệu động. Các biến thông tin như Họ tên, Mã khách hàng, Tên sản phẩm quan tâm... sẽ được tự động trích xuất từ hồ sơ khách hàng để map vào nội dung tin nhắn theo thời gian thực. - Tự động hóa theo chiến dịch: Thông điệp được kích hoạt tự động dựa trên các sự kiện trong chiến dịch (ví dụ: ngay khi khách hàng được đưa vào danh sách mục tiêu hoặc khi trạng thái cơ hội bán thay đổi). - Quản lý mẫu thông điệp: Hệ thống cho phép thiết lập và lưu trữ các mẫu nội dung chuẩn cho từng kênh, giúp đảm bảo tính nhất quán của thương hiệu và tiết kiệm thời gian vận hành."
SeABank,E. Yêu cầu Nghiệp vụ KHCN,1. Nghiệp vụ (Functional),"Hệ thống cho phép phân tập danh sách khách hàng (Target List) theo nhiều tiêu chí như: - Phân hạng khách hàng  - Sản phẩm đang sử dụng - Thông tin nhân khẩu học, hành vi tương tác - Hỗ trợ phân tập khách hàng theo dynamic fields. - Danh sách KH nhập vào hệ thống","Đáp ứng hoàn toàn! Hệ thống cung cấp công cụ phân tập khách hàng trong danh , giúp Ngân hàng chủ động xây dựng danh sách khách hàng mục tiêu dựa trên nhiều tiêu chí khách hàng:  - Phân tập đa chỉ tiêu: Lọc khách hàng chính xác theo các tiêu chí thực tế của khối KHCN như phân hạng, độ tuổi, khu vực, hành vi chi tiêu hoặc danh mục sản phẩm đang nắm giữ. - Tự động cập nhật: Danh sách khách hàng tự động bổ sung thành viên mới ngay khi họ thỏa mãn các điều kiện theo những tiêu chí đã thiết lập - Thực thi trực tiếp: Các tập khách hàng sau khi phân loại, CBB có thể áp dụng chọn áp dụng vào luồng bán hàng tự động (Workflow) để gửi thông điệp, hoặc gửi thông tin về chương trình khuyến mãi cho tập khách hàng mục tiêu đã thiết lập."
